occurrence_id,classification,type of occurrence,localization,fu,country,aerodrome,time,under_investigation,investigating_command,investigation_status,publication_day,aircrafts_involved,takeoff,CONTAGEM,ano,dia,mes
51025,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,LONDRINA,PR,BRAZIL,SBLO,15:36:00,YES,SERIPA-5,FINISHED,2015-05-15,1,0.0,1,2014,17,03
51026,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CURITIBA,PR,BRAZIL,SBBI,19:48:00,YES,SERIPA-5,FINISHED,2015-02-09,1,0.0,1,2014,17,03
51027,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,GUARULHOS,SP,BRAZIL,SBGR,16:17:00,YES,CENIPA,FINISHED,2015-04-24,1,0.0,1,2014,09,04
51031,SERIOUS INCIDENT,FUEL STARVATION,MIRANORTE,TO,BRAZIL,Nao informado,17:30:00,YES,SERIPA-6,FINISHED,2014-11-18,1,0.0,1,2014,09,04
51032,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CAICÓ,RN,BRAZIL,SNKK,13:00:00,YES,SERIPA-2,FINISHED,2015-07-21,1,1.0,1,2014,20,04
51033,SERIOUS INCIDENT,COLLISION AGAINST BIRD,CORRENTINA,BA,BRAZIL,SNTY,11:30:00,YES,SERIPA-2,FINISHED,2015-02-09,1,0.0,1,2014,30,04
51052,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,BATATAIS,SP,BRAZIL,SDBA,20:20:00,YES,SERIPA-4,FINISHED,2014-10-01,1,0.0,1,2014,04,02
51053,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ALEGRETE,RS,BRAZIL,Nao informado,13:00:00,YES,SERIPA-5,FINISHED,2015-07-21,1,0.0,1,2014,06,02
51054,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARINGÁ,PR,BRAZIL,SBMG,20:40:00,YES,SERIPA-5,FINISHED,2014-08-22,1,0.0,1,2014,09,02
51055,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,PARÁ DE MINAS,MG,BRAZIL,Nao informado,10:30:00,YES,SERIPA-3,FINISHED,2016-04-22,1,0.0,1,2014,13,02
51071,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARARAQUARA,SP,BRAZIL,SBAQ,17:45:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,13,02
51391,ACCIDENT,ABOUT LANDING GEAR,CURITIBA,PR,BRAZIL,SBBI,15:35:00,YES,SERIPA-5,FINISHED,2015-04-30,1,0.0,1,2014,17,04
51393,ACCIDENT,LOSS OF CONTROL IN THE AIR,PEDRA PRETA,MT,BRAZIL,Nao informado,20:00:00,YES,SERIPA-6,FINISHED,2015-05-15,1,0.0,1,2014,27,04
51394,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,FOZ DO IGUAÇU,PR,BRAZIL,Nao informado,20:00:00,YES,SERIPA-5,FINISHED,2015-06-06,1,0.0,1,2014,10,05
51412,ACCIDENT,LOSS OF CONTROL IN THE AIR,CACHOEIRA DO SUL,RS,BRAZIL,Nao informado,20:25:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2014,10,05
51413,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ITAMARAJU,BA,BRAZIL,Nao informado,18:00:00,YES,SERIPA-2,FINISHED,2015-02-09,1,0.0,1,2014,21,05
51414,ACCIDENT,ANOTHER TYPES,COARI,AM,BRAZIL,SBUY,02:16:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2014,30,05
51416,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARUANÃ,GO,BRAZIL,Nao informado,04:27:00,YES,SERIPA-6,FINISHED,2015-09-11,1,0.0,1,2014,07,06
51417,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,SÃO PAULO,SP,BRAZIL,SBMT,11:27:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,08,05
51418,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JOSÉ BONIFÁCIO,SP,BRAZIL,Nao informado,14:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,21,01
51419,ACCIDENT,UNKNOWN,BOTUCATU,SP,BRAZIL,Nao informado,15:15:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,24,01
51420,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITANHAÉM,SP,BRAZIL,Nao informado,20:40:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,30,01
51432,ACCIDENT,UNKNOWN,GUARIBA,SP,BRAZIL,Nao informado,17:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,13,02
51433,ACCIDENT,AIRCRAFTS COLLISION ON THE GROUND,AMERICANA,SP,BRAZIL,SDAI,15:30:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,2,0.0,1,2014,26,02
51434,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JOÃO MONLEVADE,MG,BRAZIL,Nao informado,19:30:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,04,03
51435,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ITABAIANA,SE,BRAZIL,Nao informado,19:45:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,09,03
51436,ACCIDENT,AIRCRAFTS COLLISION IN THE AIR,BRASÍLIA,DF,BRAZIL,Nao informado,18:00:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,2,0.0,1,2014,19,05
51437,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,TAUBATÉ,SP,BRAZIL,Nao informado,14:50:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,03,05
51438,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,CAMPINAS,SP,BRAZIL,SDAM,13:25:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,28,05
51439,SERIOUS INCIDENT,HARD LANDING,SANTARÉM,PA,BRAZIL,SBSN,15:15:00,YES,SERIPA-1,FINISHED,2014-06-02,1,1.0,1,2014,08,01
51440,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RECIFE,PE,BRAZIL,SBRF,16:08:00,YES,SERIPA-2,FINISHED,2016-06-23,1,1.0,1,2014,09,01
51441,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,PATROCÍNIO,MG,BRAZIL,SNPJ,20:30:00,YES,SERIPA-3,FINISHED,2014-10-01,1,0.0,1,2014,17,04
51442,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,OROCÓ,PE,BRAZIL,Nao informado,19:00:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2014,26,04
51443,SERIOUS INCIDENT,SLOW LANDING,ITANHAÉM,SP,BRAZIL,SDIM,14:42:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,1.0,1,2014,01,05
51444,SERIOUS INCIDENT,LANDING BEFORE THE TRACK AREA,MARABÁ,PA,BRAZIL,SBMA,19:02:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2014,03,05
51445,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CARAZINHO,RS,BRAZIL,SSKZ,16:05:00,YES,SERIPA-5,FINISHED,2015-03-06,1,1.0,1,2014,09,05
51446,SERIOUS INCIDENT,ABOUT LANDING GEAR,JATAÍ,GO,BRAZIL,SWJW,13:30:00,YES,SERIPA-6,FINISHED,2015-04-30,1,0.0,1,2014,09,05
51448,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SANTA INÊS,MA,BRAZIL,SJBY,13:55:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,1.0,1,2014,13,05
51449,SERIOUS INCIDENT,ABOUT LANDING GEAR,SINOP,MT,BRAZIL,SWSI,15:50:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2014,13,05
51517,ACCIDENT,FUEL STARVATION,NOVA ANDRADINA,MS,BRAZIL,Nao informado,11:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,07,06
51531,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MAIRIPORÃ,SP,BRAZIL,Nao informado,14:50:00,YES,SERIPA-4,FINISHED,2015-10-19,1,0.0,1,2014,07,06
51532,ACCIDENT,FIRE ON THE GROUND,ITAITUBA,PA,BRAZIL,Nao informado,13:00:00,YES,SERIPA-1,FINISHED,2015-04-24,1,0.0,1,2014,07,06
51533,ACCIDENT,ABOUT LANDING GEAR,BRAGANÇA PAULISTA,SP,BRAZIL,SBBP,15:15:00,YES,SERIPA-4,FINISHED,2015-10-19,1,0.0,1,2014,11,06
51534,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ARUANÃ,GO,BRAZIL,SWNH,10:47:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2014,13,06
51535,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SCHROEDER,SC,BRAZIL,Nao informado,17:46:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,31,05
51536,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUNDIAÍ,SP,BRAZIL,SBJD,16:38:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,1.0,1,2014,06,06
51537,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SANTO ANTÔNIO DO LEVERGER,MT,BRAZIL,SWLV,13:00:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2014,08,06
51567,ACCIDENT,LOSS OF CONTROL ON THE GROUND,OUROESTE,SP,BRAZIL,Nao informado,18:00:00,YES,SERIPA-4,FINISHED,2015-05-15,1,0.0,1,2014,17,06
51568,SERIOUS INCIDENT,HARD LANDING,MANAUS,AM,BRAZIL,SWFN,13:02:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2014,19,06
51596,ACCIDENT,FUEL STARVATION,ITAÍ,SP,BRAZIL,Nao informado,21:00:00,YES,SERIPA-4,FINISHED,2015-05-15,1,0.0,1,2014,30,06
51597,ACCIDENT,ABOUT LANDING GEAR,FLORIANÓPOLIS,SC,BRAZIL,SBFL,17:19:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,1.0,1,2014,03,07
51653,ACCIDENT,LOSS OF CONTROL IN THE AIR,CRUZ ALTA,RS,BRAZIL,SSAK,19:00:00,YES,SERIPA-5,FINISHED,2015-06-06,2,0.0,1,2014,19,06
51654,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CARAZINHO,RS,BRAZIL,SSIJ,21:12:00,YES,SERIPA-5,FINISHED,2015-05-15,1,0.0,1,2014,30,06
51655,ACCIDENT,ANOTHER TYPES,BOA VISTA DO RAMOS,AM,BRAZIL,Nao informado,12:10:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2014,05,07
51656,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,GUARARAPES,SP,BRAZIL,SIJG,14:00:00,YES,SERIPA-4,FINISHED,2015-05-15,1,0.0,1,2014,05,07
51671,ACCIDENT,LOSS OF CONTROL IN THE AIR,MONTENEGRO,RS,BRAZIL,SSNG,15:00:00,YES,SERIPA-5,FINISHED,2015-05-15,1,1.0,1,2014,10,07
51672,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARACAJU,SE,BRAZIL,SNAU,18:52:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,04,07
51673,SERIOUS INCIDENT,ANOTHER TYPES,SANTANA DO LIVRAMENTO,RS,BRAZIL,SSZW,13:45:00,YES,SERIPA-5,FINISHED,2015-04-24,1,0.0,1,2014,23,06
51674,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,BELO HORIZONTE,MG,BRAZIL,SBBH,15:36:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2014,30,06
51675,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,PETROLINA DE GOIÁS,GO,BRAZIL,Nao informado,14:40:00,YES,SERIPA-6,FINISHED,2016-07-07,1,0.0,1,2014,05,07
51676,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARANGUAPE,CE,BRAZIL,Nao informado,13:00:00,YES,SERIPA-2,FINISHED,2015-04-24,1,0.0,1,2014,11,07
51716,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,NOVO AIRÃO,AM,BRAZIL,Nao informado,15:15:00,YES,SERIPA-7,FINISHED,2015-04-24,1,0.0,1,2014,16,07
51720,ACCIDENT,AIRCRAFTS COLLISION ON THE GROUND,BARREIRINHAS,MA,BRAZIL,SSRS,20:00:00,UNKNOWN,SERIPA-1,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,12,07
51731,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,FORTALEZA,CE,BRAZIL,Nao informado,14:30:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,27,06
51751,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,NOVO PROGRESSO,PA,BRAZIL,Nao informado,11:53:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2014,25,07
51752,ACCIDENT,LOSS OF CONTROL ON THE GROUND,BEBEDOURO,SP,BRAZIL,SDBB,18:08:00,YES,SERIPA-4,FINISHED,2015-11-16,1,0.0,1,2014,19,07
51753,ACCIDENT,LOSS OF CONTROL IN THE AIR,BARRA DO BUGRES,MT,BRAZIL,SWBB,19:05:00,YES,SERIPA-6,FINISHED,2015-05-15,1,1.0,1,2014,06,07
51754,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,UBATUBA,SP,BRAZIL,Nao informado,18:30:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,05,07
51755,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,SANTA MÔNICA,PR,BRAZIL,Nao informado,13:30:00,YES,SERIPA-5,FINISHED,2015-04-24,1,0.0,1,2014,12,07
51756,SERIOUS INCIDENT,FUEL STARVATION,ANÁPOLIS,GO,BRAZIL,Nao informado,12:46:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,07,07
51771,ACCIDENT,FUEL STARVATION,PORTO ALEGRE,RS,BRAZIL,Nao informado,12:30:00,YES,SERIPA-5,FINISHED,UNKNOWN,1,0.0,1,2011,01,12
51774,SERIOUS INCIDENT,ABOUT PROPELLER,ARAÇATUBA,SP,BRAZIL,SBAU,23:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,06,09
51775,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,BELO HORIZONTE,MG,BRAZIL,SBBH,14:50:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2011,19,11
51776,SERIOUS INCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,FLORIANÓPOLIS,SC,BRAZIL,Nao informado,13:00:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2011,27,11
51777,SERIOUS INCIDENT,ABOUT LANDING GEAR,BEBEDOURO,SP,BRAZIL,SDBB,20:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,23,12
51991,ACCIDENT,SYSTEM / COMPONENT FAILURE,FOZ DO IGUAÇU,PR,BRAZIL,Nao informado,17:30:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2014,28,07
52231,SERIOUS INCIDENT,ABOUT LANDING GEAR,GOIÂNIA,GO,BRAZIL,SBGO,21:14:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2014,13,09
52240,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,CASCAVEL,PR,BRAZIL,SBCA,20:45:00,YES,SERIPA-5,FINISHED,2014-10-13,1,0.0,1,2012,25,05
52241,SERIOUS INCIDENT,ABOUT LANDING GEAR,UBERLÂNDIA,MG,BRAZIL,SBUL,20:45:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,21,01
52262,ACCIDENT,UNKNOWN,BALSAS,MA,BRAZIL,Nao informado,09:10:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2014,03,08
52263,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SÃO JOSÉ DO RIO PRETO,SP,BRAZIL,SBSR,18:30:00,YES,SERIPA-4,FINISHED,2015-05-15,1,0.0,1,2014,05,08
52264,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAMPINAS,SP,BRAZIL,SDAM,20:52:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,11,08
52265,ACCIDENT,LOSS OF CONTROL IN THE AIR,SANTOS,SP,BRAZIL,Nao informado,13:00:00,YES,CENIPA,FINISHED,2016-01-11,1,0.0,1,2014,13,08
52271,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,GOIANIRA,GO,BRAZIL,Nao informado,13:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2014,23,08
52273,ACCIDENT,ABOUT PROPELLER,FORTALEZA,CE,BRAZIL,SNFE,17:34:00,YES,SERIPA-2,FINISHED,2015-05-15,1,0.0,1,2014,23,08
52274,ACCIDENT,SYSTEM / COMPONENT FAILURE,PIRAJUÍ,SP,BRAZIL,Nao informado,09:50:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,27,08
52275,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MUCAJAÍ,RR,BRAZIL,Nao informado,14:40:00,YES,SERIPA-7,FINISHED,2015-03-06,1,1.0,1,2014,28,08
52276,ACCIDENT,UNKNOWN,CUMARU DO NORTE,PA,BRAZIL,Nao informado,13:10:00,YES,SERIPA-1,FINISHED,2015-04-24,1,0.0,1,2014,30,08
52277,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CURITIBA,PR,BRAZIL,SBBI,16:24:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2014,30,08
52278,ACCIDENT,LOSS OF CONTROL IN THE AIR,CANDÓI,PR,BRAZIL,Nao informado,19:50:00,YES,SERIPA-5,FINISHED,2015-04-24,1,0.0,1,2014,31,08
52279,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,TANGARÁ DA SERRA,MT,BRAZIL,SDVI,14:35:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2014,07,09
52280,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LENÇÓIS,BA,BRAZIL,Nao informado,16:05:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,10,09
52281,ACCIDENT,LOSS OF CONTROL ON THE GROUND,BRAGANÇA PAULISTA,SP,BRAZIL,SBBP,19:41:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,12,09
52282,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOA VISTA DO TUPIM,BA,BRAZIL,Nao informado,18:15:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,15,09
52283,ACCIDENT,LOSS OF CONTROL IN THE AIR,BARREIRAS,BA,BRAZIL,Nao informado,13:30:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,24,07
52284,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,ANGRA DOS REIS,RJ,BRAZIL,SDAG,14:30:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,22,08
52285,SERIOUS INCIDENT,FIRE ON THE GROUND,SÃO JOSÉ DOS CAMPOS,SP,BRAZIL,SBSJ,15:40:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,23,08
52286,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CURITIBA,PR,BRAZIL,SBBI,11:15:00,YES,SERIPA-5,FINISHED,2015-07-21,1,0.0,1,2014,11,08
52287,SERIOUS INCIDENT,FOD - DAMAGE CAUSED BY UNKNOWN OBJECT,COARI,AM,BRAZIL,Nao informado,11:57:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2014,16,08
52288,SERIOUS INCIDENT,AIR TRAFFIC,SÃO JOÃO DA BOA VISTA,SP,BRAZIL,Nao informado,19:08:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,2,0.0,1,2014,16,08
52289,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,BRASÍLIA,DF,BRAZIL,Nao informado,15:05:00,YES,SERIPA-6,FINISHED,2015-11-16,1,0.0,1,2014,17,08
52290,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,REDENÇÃO,PA,BRAZIL,SNDC,17:00:00,YES,SERIPA-1,FINISHED,2015-04-30,1,1.0,1,2014,19,08
52291,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,BELÉM,PA,BRAZIL,SBBE,08:45:00,YES,SERIPA-1,FINISHED,2015-04-30,1,0.0,1,2014,19,08
52292,SERIOUS INCIDENT,ABOUT LANDING GEAR,RIO CLARO,SP,BRAZIL,SDRK,16:50:00,YES,SERIPA-4,FINISHED,2015-04-30,1,1.0,1,2014,20,08
52293,SERIOUS INCIDENT,SLOW LANDING,UIRAMUTÃ,RR,BRAZIL,SWPD,18:57:00,YES,SERIPA-7,FINISHED,2015-03-06,1,1.0,1,2014,20,08
52295,SERIOUS INCIDENT,TIRE BURST,MANAUS,AM,BRAZIL,SBEG,12:57:00,YES,SERIPA-7,FINISHED,2015-07-21,1,0.0,1,2014,01,09
52340,ACCIDENT,LOSS OF CONTROL IN THE AIR,FAMA,MG,BRAZIL,Nao informado,15:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2014,20,09
52341,ACCIDENT,UNKNOWN,VERANÓPOLIS,RS,BRAZIL,Nao informado,19:30:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,21,09
52342,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BAURU,SP,BRAZIL,SBBU,17:00:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,22,09
52471,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CAIRU,BA,BRAZIL,SNCL,13:20:00,YES,SERIPA-2,FINISHED,2014-10-01,1,1.0,1,2012,15,02
52531,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,FORMOSA,GO,BRAZIL,SWFR,16:30:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,19,09
52532,ACCIDENT,LOSS OF COMPONENT DURING THE FLIGHT,PINHÃO,PR,BRAZIL,Nao informado,19:00:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,21,09
52533,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SINOP,MT,BRAZIL,Nao informado,17:30:00,YES,SERIPA-6,FINISHED,2015-04-24,1,0.0,1,2014,23,09
52536,ACCIDENT,UNKNOWN,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,17:30:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2014,28,09
52537,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITAQUI,RS,BRAZIL,Nao informado,19:30:00,YES,SERIPA-5,FINISHED,2015-11-16,1,0.0,1,2014,29,09
52538,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,BOQUIRA,BA,BRAZIL,SNBO,14:30:00,YES,SERIPA-2,FINISHED,2015-05-22,1,1.0,1,2014,01,10
52539,ACCIDENT,AIRCRAFTS COLLISION IN THE AIR,RIO CLARO,SP,BRAZIL,Nao informado,19:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,2,0.0,1,2014,20,07
52551,SERIOUS INCIDENT,ABOUT LANDING GEAR,BELÉM,PA,BRAZIL,SBJC,12:00:00,YES,SERIPA-1,FINISHED,2015-04-30,1,1.0,1,2014,16,09
52552,SERIOUS INCIDENT,LEAVING THE TRACK,PORTO SEGURO,BA,BRAZIL,SBPS,16:19:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,1.0,1,2014,22,09
52553,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,SENADOR JOSÉ PORFÍRIO,PA,BRAZIL,SDWV,20:30:00,YES,SERIPA-1,FINISHED,2015-04-30,1,1.0,1,2014,23,09
52554,SERIOUS INCIDENT,ABOUT LANDING GEAR,VÁRZEA GRANDE,MT,BRAZIL,SBCY,11:15:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2014,30,09
52596,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,CONFINS,MG,BRAZIL,SBCF,23:58:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2014,25,09
52631,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,MARINGÁ,PR,BRAZIL,SBMG,14:15:00,YES,SERIPA-5,FINISHED,2015-05-22,1,0.0,1,2014,31,08
52632,ACCIDENT,UNKNOWN,SENA MADUREIRA,AC,BRAZIL,Nao informado,12:00:00,YES,SERIPA-7,FINISHED,2015-04-30,1,0.0,1,2014,05,10
52633,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,MARAU,RS,BRAZIL,Nao informado,12:00:00,YES,SERIPA-5,FINISHED,2015-07-21,1,0.0,1,2014,08,10
52634,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PARAGUAÇU PAULISTA,SP,BRAZIL,Nao informado,11:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,09,10
52635,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JUATUBA,MG,BRAZIL,Nao informado,18:00:00,YES,SERIPA-3,FINISHED,2016-07-14,1,0.0,1,2014,10,10
52636,ACCIDENT,LOSS OF CONTROL ON THE GROUND,TATUÍ,SP,BRAZIL,SDTF,16:18:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,11,10
52637,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOITUVA,SP,BRAZIL,SDOI,20:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,16,10
52638,ACCIDENT,ANOTHER TYPES,JUATUBA,MG,BRAZIL,Nao informado,20:30:00,YES,SERIPA-3,FINISHED,2016-06-23,1,0.0,1,2014,17,10
52639,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MANOEL URBANO,AC,BRAZIL,SSPX,19:05:00,YES,SERIPA-7,FINISHED,2015-07-15,1,1.0,1,2014,19,10
52640,ACCIDENT,SYSTEM / COMPONENT FAILURE,CAMPO GRANDE,MS,BRAZIL,SBCG,14:01:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2014,22,10
